season,team_id,opp_id,team_seed,opp_seed,team_points,opp_points,win,location,game_type
2015,1074,1183,13,4,55,76,0,H,tourney
2011,1384,1112,11,3,52,64,0,A,regular
2016,1320,1118,1,10,84,77,1,H,regular
2003,1379,1017,13,11,68,67,1,A,regular
2008,1443,1425,3,14,59,47,1,H,tourney
2018,1287,1141,3,14,84,73,1,H,regular
2010,1173,1419,2,13,100,85,1,H,regular
2004,1468,1400,9,1,77,82,0,A,regular
2005,1271,1219,1,1,104,78,1,A,regular
2022,1222,1387,9,3,51,52,0,A,tourney
2010,1199,1102,12,6,64,69,0,H,regular
2003,1019,1087,9,12,75,70,1,A,tourney
2019,1457,1430,5,14,76,62,1,H,regular
2015,1392,1309,6,12,63,53,1,A,tourney
2013,1335,1330,12,14,49,40,1,A,regular
2023,1106,1442,6,6,85,97,0,N,regular
2010,1444,1007,11,11,64,56,1,A,regular
2016,1085,1083,12,3,82,96,0,A,regular
2020,1116,1460,9,2,70,74,0,H,regular
2016,1034,1062,6,14,74,65,1,H,regular
2007,1138,1215,1,7,65,66,0,H,regular
2018,1157,1011,12,12,68,83,0,H,regular
2020,1380,1156,5,16,77,79,0,H,regular
2005,1156,1083,8,10,74,83,0,A,tourney
2006,1457,1123,1,2,71,71,1,H,regular
2018,1145,1390,12,11,59,53,1,H,regular
2005,1251,1132,15,13,47,51,0,H,regular
2023,1284,1390,15,5,71,84,0,A,tourney
2005,1397,1428,5,7,64,75,0,H,regular
2025,1360,1259,2,11,74,65,1,H,tourney
2018,1415,1258,2,12,56,47,1,A,tourney
2013,1449,1160,7,3,78,80,0,A,regular
2009,1057,1319,1,1,61,68,0,A,regular
2010,1045,1386,3,11,59,72,0,H,regular
2020,1215,1413,10,1,73,85,0,H,tourney
2020,1072,1094,1,8,76,70,1,N,regular
2007,1236,1329,10,5,45,46,0,N,regular
2015,1282,1067,14,8,73,74,0,H,regular
2025,1133,1235,16,14,94,97,0,A,tourney
2008,1047,1043,16,15,78,80,0,A,regular
2018,1462,1263,5,11,68,60,1,A,regular
2006,1178,1407,11,6,96,94,1,H,regular
2022,1402,1391,1,10,74,83,0,H,regular
2006,1299,1342,4,3,104,107,0,A,regular
2009,1317,1277,13,16,89,78,1,A,regular
2013,1374,1299,4,14,99,76,1,H,regular
2011,1127,1048,5,6,67,66,1,H,tourney
2006,1105,1348,7,1,56,68,0,H,regular
2017,1477,1326,6,14,76,69,1,N,regular
2003,1320,1069,12,1,74,69,1,A,regular
2025,1140,1303,15,2,57,71,0,A,regular
2004,1309,1184,9,1,63,67,0,A,regular
2010,1189,1244,10,3,63,78,0,H,regular
2024,1411,1390,12,15,68,61,1,H,regular
2006,1243,1154,7,8,75,78,0,N,regular
2004,1150,1439,8,3,53,62,0,A,regular
2020,1330,1200,16,16,66,74,0,N,regular
2004,1359,1246,7,7,53,62,0,A,regular
2023,1179,1014,5,12,74,58,1,H,regular
2013,1360,1059,1,9,73,72,1,H,tourney
2022,1112,1135,1,2,60,53,1,A,regular
2008,1115,1468,13,12,69,67,1,H,regular
2006,1396,1125,4,16,78,67,1,H,tourney
2025,1297,1189,12,16,62,59,1,H,regular
2020,1017,1409,1,13,83,59,1,A,regular
2023,1323,1153,13,11,81,75,1,H,regular
2010,1147,1389,7,12,77,59,1,H,regular
2012,1132,1058,14,16,85,87,0,A,regular
2016,1203,1064,14,9,50,71,0,H,regular
2013,1216,1007,10,15,68,68,0,A,regular
2008,1427,1060,16,7,56,68,0,A,regular
2011,1209,1289,16,6,56,77,0,H,regular
2017,1142,1044,12,2,64,87,0,A,regular
2003,1370,1293,8,8,72,55,1,A,regular
2010,1260,1287,15,10,74,77,0,A,regular
2009,1001,1112,16,7,95,96,0,A,regular
2004,1303,1018,7,3,78,61,1,N,regular
2005,1240,1078,6,8,57,64,0,A,regular
2014,1275,1069,5,10,70,65,1,H,regular
2005,1089,1253,15,2,57,80,0,H,regular
2010,1229,1446,3,9,73,57,1,H,regular
2015,1310,1209,1,7,84,65,1,A,regular
2023,1324,1303,9,10,62,52,1,H,regular
2005,1326,1146,16,1,65,75,0,A,regular
2012,1477,1044,6,14,93,82,1,H,regular
2005,1240,1105,9,7,77,88,0,H,regular
2012,1206,1230,2,7,74,90,0,H,regular
2014,1260,1411,14,2,60,79,0,H,regular
2021,1158,1119,15,7,81,91,0,A,tourney
2013,1151,1471,11,7,75,75,1,H,regular
2024,1330,1306,2,1,92,90,1,N,regular
2006,1150,1170,2,10,88,78,1,H,regular
2004,1359,1298,12,5,74,75,0,A,regular
2003,1357,1334,3,6,75,54,1,A,regular
2011,1456,1328,2,2,93,108,0,H,regular
2007,1063,1414,15,11,46,61,0,A,regular
2005,1174,1317,9,3,77,76,1,A,regular
2008,1369,1013,10,10,58,57,1,A,regular
2025,1206,1181,11,7,70,85,0,A,regular
2021,1314,1435,6,12,71,76,0,H,tourney
2003,1352,1099,4,7,67,54,1,A,regular
2024,1423,1239,9,11,67,62,1,A,regular
2007,1109,1240,2,15,59,54,1,H,regular
2012,1125,1267,5,5,79,82,0,H,regular
2010,1226,1416,10,2,59,69,0,A,regular
2012,1242,1259,16,10,57,87,0,A,regular
2020,1433,1001,10,3,57,61,0,N,tourney
2019,1019,1117,13,4,73,77,0,N,regular
2016,1118,1302,5,13,77,71,1,H,regular
2017,1437,1374,1,11,95,75,1,A,regular
2019,1294,1310,7,1,71,84,0,H,regular
2007,1323,1351,12,10,81,78,1,A,regular
2012,1120,1116,1,11,74,61,1,H,regular
2005,1298,1046,14,6,52,70,0,H,regular
2019,1177,1454,5,12,71,55,1,N,regular
2013,1351,1270,12,12,66,74,0,N,regular
2017,1044,1353,15,11,80,98,0,N,regular
2015,1136,1458,10,5,70,79,0,A,regular
2009,1309,1088,3,5,61,63,0,H,regular
2006,1289,1417,5,9,66,72,0,H,tourney
2025,1402,1176,8,2,80,85,0,H,tourney
2009,1383,1300,16,7,81,84,0,A,regular
2005,1007,1185,11,16,62,76,0,N,regular
2010,1044,1095,10,11,75,77,0,A,regular
2023,1170,1421,13,14,53,50,1,A,regular
2009,1459,1166,3,6,75,79,0,A,regular
2025,1229,1012,2,12,72,57,1,N,regular
2013,1427,1072,10,12,86,78,1,A,regular
2022,1029,1460,10,3,74,94,0,N,regular
2018,1461,1393,5,4,74,76,0,N,regular
2004,1030,1318,11,7,71,69,1,H,tourney
2014,1387,1373,3,11,66,57,1,H,regular
2012,1420,1311,4,12,85,75,1,H,tourney
2007,1141,1436,15,16,80,72,1,N,regular
2015,1144,1048,1,2,73,67,1,H,regular
2005,1278,1031,9,11,88,85,1,H,regular
2019,1346,1333,14,16,66,60,1,A,regular
2021,1058,1462,12,3,61,64,0,H,regular
2005,1114,1278,8,16,85,63,1,A,regular
2014,1361,1462,6,14,86,87,0,H,regular
2018,1386,1192,1,3,74,61,1,A,regular
2004,1074,1323,2,4,69,76,0,A,tourney
2011,1426,1244,10,4,64,54,1,A,tourney
2008,1415,1422,9,2,82,89,0,A,regular
2003,1415,1310,7,6,60,59,1,H,regular
2021,1115,1210,5,8,60,64,0,H,tourney
2013,1320,1117,2,8,82,74,1,A,regular
2020,1077,1150,2,14,68,52,1,A,regular
2016,1094,1036,5,8,56,58,0,H,regular
2023,1034,1074,15,4,47,69,0,A,regular
2025,1236,1244,6,12,63,65,0,A,regular
2016,1341,1016,2,11,100,78,1,N,regular
2011,1096,1226,10,8,86,86,0,H,regular
2012,1090,1021,3,11,76,66,1,A,regular
2021,1133,1078,7,3,81,64,1,A,regular
2012,1095,1331,12,13,78,71,1,H,regular
2014,1399,1014,2,5,92,76,1,H,regular
2007,1082,1161,15,1,53,78,0,N,regular
2025,1134,1092,11,7,67,67,0,H,regular
2017,1147,1026,15,4,64,84,0,H,regular
2010,1097,1100,12,9,72,83,0,A,regular
2016,1450,1054,16,8,46,59,0,H,regular
2012,1101,1039,9,15,75,62,1,A,tourney
2006,1233,1319,1,7,77,71,1,N,regular
2023,1271,1060,2,2,50,57,0,A,regular
2023,1125,1449,3,9,80,64,1,A,regular
2022,1226,1233,2,13,93,65,1,H,tourney
2011,1082,1196,13,5,40,49,0,A,tourney
2008,1231,1419,16,5,60,65,0,A,regular
2004,1010,1372,10,3,59,62,0,A,regular
2019,1210,1201,4,12,63,56,1,H,regular
2010,1175,1466,16,3,42,70,0,A,regular
2023,1168,1254,5,5,65,62,1,H,regular
2023,1053,1339,15,2,65,85,0,H,tourney
2005,1478,1464,12,7,81,85,0,N,regular
2024,1013,1346,8,14,98,67,1,H,regular
2006,1070,1283,13,8,59,61,0,N,regular
2014,1050,1295,11,2,75,85,0,A,regular
2013,1468,1313,15,13,70,70,1,H,tourney
2024,1153,1468,10,6,40,45,0,A,regular
2018,1206,1336,7,3,79,66,1,A,regular
2023,1359,1144,2,1,66,72,0,A,regular
2016,1025,1011,16,6,60,80,0,H,tourney
2021,1033,1375,13,3,49,53,0,H,regular
2022,1088,1234,2,9,86,88,0,A,regular
2022,1325,1199,10,7,66,82,0,A,regular
2012,1468,1447,14,11,84,81,1,H,regular
2011,1297,1075,12,5,62,71,0,H,regular
2025,1417,1018,5,2,68,72,0,A,regular
2020,1422,1354,3,2,81,81,0,H,regular
2024,1133,1442,15,2,51,85,0,A,regular
2016,1088,1397,6,5,51,51,1,H,regular
2024,1077,1417,14,12,61,71,0,A,regular
2019,1380,1413,8,9,58,51,1,N,tourney
2020,1320,1328,13,6,59,72,0,H,regular
2007,1414,1441,4,4,74,92,0,H,regular
2016,1243,1164,10,3,64,72,0,A,tourney
2019,1467,1357,9,3,60,73,0,H,regular
2020,1428,1045,4,5,60,55,1,H,regular
2025,1387,1253,11,8,68,86,0,A,regular
2010,1384,1139,8,10,78,62,1,A,regular
2009,1060,1449,11,16,53,52,1,N,regular
2025,1357,1209,1,16,97,75,1,A,regular
2025,1453,1101,2,5,89,78,1,H,regular
2007,1140,1273,12,12,59,77,0,N,regular
2011,1390,1037,16,3,64,94,0,H,regular
2024,1168,1061,2,13,60,49,1,A,tourney
2007,1102,1207,1,15,88,70,1,H,regular
2021,1350,1302,5,10,68,79,0,A,regular
2005,1079,1279,1,9,61,60,1,A,regular
2007,1231,1027,4,6,74,72,1,H,regular
2021,1448,1326,12,15,73,63,1,A,regular
2016,1075,1028,13,16,101,92,1,A,tourney
2015,1075,1390,11,12,87,101,0,A,regular
2022,1451,1019,7,2,67,73,0,A,regular
2010,1372,1013,3,15,68,64,1,A,regular
2014,1221,1248,9,13,69,74,0,H,regular
2016,1194,1384,16,6,82,80,1,A,regular
2020,1461,1366,4,5,52,46,1,N,regular
2010,1346,1287,9,13,46,40,1,A,regular
2017,1435,1086,6,10,73,61,1,A,regular
2013,1044,1456,6,13,85,80,1,A,regular
2015,1254,1010,9,16,83,72,1,H,regular
2022,1347,1167,3,6,75,73,1,H,regular
2012,1018,1361,4,14,83,77,1,A,tourney
2018,1245,1295,1,8,67,69,0,H,tourney
2024,1027,1378,12,14,61,64,0,H,regular
2020,1431,1367,15,4,65,83,0,A,regular
2025,1326,1450,8,14,82,83,0,H,regular
2016,1091,1247,10,12,81,64,1,H,regular
2009,1250,1393,16,8,60,82,0,N,tourney
2025,1053,1075,13,15,80,75,1,N,regular
2017,1385,1084,4,7,81,81,0,H,tourney
2008,1094,1024,13,12,68,62,1,A,regular
2010,1291,1098,7,9,58,60,0,A,regular
2009,1038,1054,16,3,54,64,0,H,regular
2022,1076,1394,15,5,69,77,0,H,regular
2005,1469,1237,1,13,71,49,1,A,regular
2020,1185,1213,15,8,65,77,0,H,regular
2015,1059,1306,4,14,70,57,1,H,regular
2004,1335,1172,8,3,64,74,0,A,regular
2017,1097,1273,12,13,70,63,1,A,regular
2020,1282,1002,2,15,87,71,1,H,regular
2019,1388,1341,1,16,91,65,1,H,regular
2015,1327,1417,7,12,76,72,1,A,regular
2010,1118,1019,10,8,58,70,0,A,tourney
2006,1114,1039,10,1,54,68,0,N,regular
2003,1107,1066,16,4,50,66,0,A,regular
2011,1303,1291,5,11,88,89,0,A,regular
2017,1322,1364,12,15,59,61,0,H,regular
2003,1250,1394,4,13,95,95,0,H,regular
2025,1191,1374,8,10,79,70,1,H,regular
2016,1030,1276,9,14,72,61,1,A,tourney
2009,1400,1336,7,5,64,60,1,A,regular
2025,1316,1134,3,6,77,83,0,H,regular
2007,1306,1357,4,2,75,61,1,A,regular
2025,1050,1088,14,11,71,71,1,A,regular
2009,1138,1461,16,3,65,82,0,A,regular
2011,1146,1020,2,5,66,74,0,H,tourney
2012,1286,1452,4,2,62,66,0,H,regular
2025,1377,1221,16,14,72,69,1,H,tourney
2008,1415,1309,2,4,71,73,0,A,regular
2025,1250,1077,9,15,55,58,0,N,regular
2010,1175,1153,5,4,85,85,0,A,regular
2009,1196,1413,16,2,59,77,0,A,regular
2017,1353,1007,12,16,70,70,0,A,regular
2018,1153,1092,13,5,65,72,0,H,regular
2010,1199,1302,2,12,68,49,1,H,regular
2006,1376,1385,3,2,74,68,1,H,regular
2012,1260,1207,13,3,62,66,0,A,regular
2015,1224,1042,4,7,77,72,1,H,tourney
2003,1351,1071,7,13,74,68,1,N,regular
2004,1138,1426,2,1,52,60,0,A,regular
2024,1029,1103,1,11,79,68,1,A,regular
2003,1377,1277,12,13,78,80,0,A,regular
2012,1218,1448,3,2,53,52,1,A,tourney
2020,1156,1180,3,7,66,44,1,H,regular
2010,1046,1032,14,16,87,93,0,H,regular
2014,1443,1389,12,9,65,68,0,H,regular
2004,1347,1377,4,13,81,66,1,N,regular
2021,1132,1312,14,12,70,75,0,H,regular
2017,1291,1432,16,7,64,75,0,H,tourney
2022,1222,1371,7,12,55,44,1,A,tourney
2022,1157,1330,8,16,68,47,1,N,tourney
2011,1149,1160,11,6,60,66,0,A,regular
2003,1037,1030,3,1,55,65,0,H,regular
2010,1466,1347,15,13,65,71,0,H,regular
2006,1443,1405,3,6,59,56,1,H,regular
2015,1417,1333,13,11,63,67,0,A,regular
2006,1151,1313,10,3,71,78,0,H,tourney
2024,1477,1344,3,4,73,58,1,H,regular
2016,1132,1133,8,13,76,55,1,H,regular
2008,1395,1056,5,1,78,82,0,A,regular
2024,1049,1301,15,8,67,68,0,A,regular
2020,1149,1451,9,13,110,101,1,H,regular
2013,1276,1066,6,8,79,82,0,A,tourney
2006,1463,1035,5,3,64,77,0,N,regular
2010,1127,1339,3,11,75,66,1,N,regular
2016,1207,1203,9,2,78,84,0,H,regular
2020,1403,1432,9,10,80,58,1,H,tourney
2009,1226,1293,16,7,54,79,0,A,regular
2020,1327,1250,11,9,94,85,1,H,regular
2009,1200,1030,8,15,68,60,1,A,regular
2008,1002,1456,6,15,69,59,1,A,regular
2013,1136,1159,5,12,63,50,1,A,regular
2006,1271,1210,11,8,50,51,0,A,regular
2012,1010,1301,3,13,81,65,1,A,regular
2011,1111,1410,1,2,69,73,0,A,regular
2009,1456,1381,15,5,67,84,0,H,regular
2020,1008,1370,1,8,61,61,0,A,tourney
2010,1119,1051,4,14,70,48,1,H,regular
2018,1297,1043,9,7,70,66,1,H,regular
2019,1270,1398,4,7,80,89,0,A,regular
2018,1098,1437,11,16,64,56,1,A,regular
2009,1029,1299,9,16,94,69,1,A,regular
2022,1431,1436,2,1,56,80,0,H,regular
2008,1264,1152,8,10,62,73,0,N,tourney
2009,1275,1168,14,12,59,59,0,H,regular
2023,1028,1082,7,10,72,76,0,H,regular
2010,1100,1380,11,16,65,47,1,A,regular
2019,1035,1320,10,15,88,67,1,H,tourney
2003,1469,1108,8,5,72,63,1,H,regular
2017,1368,1478,10,16,70,62,1,A,regular
2022,1262,1015,8,7,61,55,1,H,regular
2019,1326,1369,2,1,59,76,0,A,regular
2016,1080,1100,7,6,68,65,1,H,tourney
2022,1473,1375,7,4,58,67,0,A,regular
2009,1248,1232,13,15,70,73,0,H,regular
2011,1247,1112,12,10,74,83,0,H,regular
2004,1459,1028,10,5,64,68,0,H,regular
2019,1046,1297,7,1,69,90,0,A,tourney
2019,1203,1077,11,6,61,68,0,H,regular
2020,1043,1215,16,6,80,78,1,N,regular
2020,1204,1455,14,8,58,54,1,H,tourney
2005,1128,1425,4,4,61,55,1,H,regular
2018,1221,1237,5,9,53,55,0,A,regular
2020,1336,1350,8,9,79,72,1,H,regular
2007,1134,1394,11,12,59,60,0,N,tourney
2013,1025,1290,11,10,62,40,1,A,regular
2024,1078,1099,13,12,51,60,0,H,regular
2012,1343,1388,9,4,57,76,0,A,tourney
2020,1277,1043,14,3,64,72,0,A,regular
2015,1468,1250,1,9,70,63,1,H,tourney
2018,1428,1374,4,16,87,69,1,H,regular
2017,1078,1273,9,7,53,65,0,H,regular
2017,1352,1167,9,12,64,59,1,A,regular
2020,1044,1199,16,16,85,97,0,A,regular
2023,1046,1220,11,2,44,82,0,A,regular
2009,1380,1356,7,2,62,79,0,A,regular
2024,1192,1475,10,11,63,75,0,A,tourney
2017,1477,1373,2,14,69,54,1,H,regular
2016,1003,1152,7,11,66,58,1,H,regular
2010,1241,1054,1,16,73,49,1,H,regular
2012,1148,1227,3,1,74,79,0,A,regular
2017,1472,1411,7,9,63,51,1,H,regular
2011,1320,1304,1,12,90,67,1,N,regular
2009,1369,1154,3,11,101,78,1,N,regular
2021,1139,1043,15,1,43,67,0,H,regular
2012,1428,1121,14,3,70,85,0,A,regular
2017,1402,1343,10,16,76,62,1,H,regular
2003,1375,1321,16,6,73,72,1,N,regular
2004,1229,1216,1,3,66,71,0,H,regular
2022,1441,1160,16,3,73,95,0,A,regular
2006,1320,1084,8,3,61,70,0,A,regular
2021,1032,1465,6,10,78,79,0,A,regular
2023,1423,1206,13,9,65,71,0,H,regular
2014,1011,1367,8,16,73,84,0,H,regular
2023,1327,1221,10,8,66,61,1,A,regular
2012,1120,1273,6,1,70,81,0,A,regular
2024,1429,1307,9,9,67,65,1,H,tourney
2008,1349,1171,3,8,76,68,1,N,regular
2012,1387,1448,4,6,65,60,1,H,regular
2011,1335,1219,9,12,63,60,1,H,tourney
2021,1272,1366,16,16,74,81,0,A,tourney
2004,1413,1439,3,7,82,79,1,A,tourney
2022,1143,1183,10,12,49,60,0,A,regular
2003,1253,1112,1,9,78,57,1,A,regular
2010,1143,1464,9,12,61,59,1,H,regular
2016,1055,1376,14,8,63,72,0,N,regular
2006,1419,1379,6,5,62,81,0,A,tourney
2014,1238,1453,13,10,72,71,1,A,regular
2025,1026,1014,7,7,53,58,0,H,regular
2021,1395,1452,15,2,61,83,0,A,regular
2003,1451,1056,11,12,73,59,1,A,regular
2016,1317,1070,6,9,63,59,1,H,regular
2016,1157,1105,5,10,77,69,1,A,regular
2004,1411,1055,14,9,69,67,1,H,regular
2017,1354,1040,8,15,78,65,1,H,regular
2014,1137,1060,7,3,77,88,0,A,regular
2018,1158,1233,10,2,73,74,0,A,regular
2009,1473,1179,2,9,94,97,0,A,regular
2008,1456,1163,3,14,50,40,1,A,regular
2019,1324,1083,8,8,75,71,1,A,regular
2019,1018,1466,5,7,62,58,1,A,regular
2006,1110,1159,9,10,63,64,0,A,regular
2007,1169,1226,6,6,61,65,0,H,tourney
2016,1257,1068,7,10,81,72,1,H,regular
2022,1415,1102,13,16,63,68,0,H,regular
2007,1406,1113,13,7,54,62,0,H,regular
2008,1131,1465,5,8,76,81,0,H,regular
2021,1052,1085,6,13,64,59,1,A,regular
2019,1132,1246,11,11,96,90,1,A,tourney
2023,1113,1261,15,6,51,68,0,N,regular
2021,1430,1035,9,9,72,64,1,H,tourney
2024,1007,1168,2,8,94,86,1,H,regular
2007,1398,1039,10,7,72,75,0,N,regular
2009,1314,1084,12,7,81,79,1,H,tourney
2008,1051,1323,15,1,57,73,0,A,regular
2004,1328,1272,15,8,56,68,0,H,regular
2020,1278,1237,12,6,51,70,0,H,regular
2018,1002,1103,9,13,83,69,1,H,regular
2004,1107,1299,3,11,90,78,1,A,regular
2007,1167,1433,15,12,43,61,0,A,regular
2007,1103,1407,8,5,69,58,1,A,regular
2012,1277,1083,12,1,56,78,0,A,tourney
2013,1295,1326,12,7,56,58,0,H,regular
2009,1082,1117,1,8,79,79,1,H,regular
2024,1060,1412,6,7,72,64,1,A,tourney
2007,1314,1227,11,2,61,66,0,A,regular
2015,1225,1356,8,4,90,80,1,A,regular
2013,1127,1258,11,12,56,46,1,A,regular
2011,1123,1323,9,15,85,70,1,A,regular
2021,1019,1447,1,16,82,67,1,N,regular
2025,1409,1065,5,9,73,69,1,N,regular
2003,1403,1432,7,10,67,54,1,H,regular
2013,1266,1231,7,10,69,73,0,N,tourney
2005,1168,1068,1,7,69,66,1,H,regular
2012,1103,1208,1,6,75,60,1,A,tourney
2017,1147,1027,5,2,75,78,0,A,regular
2012,1443,1259,14,1,59,67,0,H,regular
2010,1043,1226,16,6,57,57,1,A,regular
2010,1394,1187,14,6,49,60,0,H,tourney
2009,1146,1213,16,9,73,73,1,H,regular
2010,1127,1297,15,16,81,72,1,A,regular
2011,1388,1396,11,15,64,60,1,A,regular
2018,1460,1188,2,4,55,59,0,H,regular
2005,1474,1009,6,9,92,92,0,A,regular
2003,1128,1267,12,9,84,89,0,H,regular
2014,1283,1452,7,16,91,74,1,H,regular
2018,1140,1189,5,7,76,72,1,H,regular
2008,1093,1059,1,6,81,61,1,H,regular
2007,1185,1432,6,13,84,64,1,H,regular
2017,1030,1201,6,1,54,60,0,A,regular
2011,1079,1179,14,2,54,62,0,A,tourney
2019,1285,1142,13,11,69,65,1,A,regular
2006,1329,1350,2,6,84,83,1,H,regular
2005,1130,1070,9,4,60,64,0,A,regular
2015,1267,1294,15,14,72,86,0,A,regular
2012,1366,1167,8,4,64,62,1,H,regular
2019,1428,1185,16,1,56,80,0,A,regular
2014,1272,1104,2,1,78,65,1,H,regular
2011,1116,1387,6,15,83,73,1,H,regular
2006,1341,1217,15,9,63,78,0,A,tourney
2006,1082,1444,12,1,96,98,0,H,regular
2020,1067,1396,5,4,74,67,1,A,regular
2008,1172,1364,15,6,90,86,1,A,regular
2014,1158,1216,7,16,81,85,0,H,tourney
2021,1070,1454,13,9,48,54,0,A,regular
2023,1026,1280,6,14,92,96,0,A,regular
2009,1453,1209,6,8,65,69,0,H,tourney
2005,1324,1167,6,12,69,60,1,A,regular
2020,1343,1437,6,1,72,79,0,H,tourney
2018,1032,1122,10,6,64,75,0,A,regular
2010,1381,1419,13,8,57,64,0,A,regular
2016,1175,1110,11,2,75,90,0,H,regular
2007,1358,1365,1,5,63,59,1,H,tourney
2019,1235,1135,10,11,73,52,1,A,regular
2019,1117,1400,7,11,76,57,1,N,regular
2009,1126,1400,2,1,83,79,1,A,regular
2013,1068,1350,6,5,78,83,0,A,regular
2010,1397,1475,16,8,46,59,0,N,regular
2003,1206,1245,6,5,61,62,0,A,regular
2005,1373,1401,12,1,55,71,0,H,regular
2025,1397,1265,4,1,60,81,0,A,regular
2013,1080,1019,15,9,84,100,0,H,tourney
2006,1158,1200,14,6,64,86,0,H,regular
2004,1060,1016,3,9,65,60,1,A,tourney
2011,1005,1318,12,12,56,64,0,A,regular
2025,1472,1073,15,9,79,74,1,N,regular
2011,1316,1156,15,9,57,73,0,A,regular
2025,1216,1417,12,12,60,72,0,A,regular
2014,1096,1354,12,3,70,83,0,A,regular
2020,1283,1161,9,4,72,69,1,N,regular
2021,1260,1242,3,12,71,56,1,A,regular
2003,1107,1278,1,4,66,55,1,H,regular
2003,1008,1169,5,14,84,72,1,A,tourney
2024,1225,1359,5,7,83,74,1,A,regular
2024,1244,1071,15,2,86,87,0,A,regular
2006,1382,1204,14,12,67,66,1,H,regular
2017,1189,1123,6,7,60,56,1,H,regular
2024,1047,1325,7,2,53,74,0,A,regular
2024,1421,1307,12,4,47,58,0,A,regular
2009,1198,1386,11,15,71,56,1,H,regular
2021,1346,1177,15,8,58,65,0,N,regular
2017,1021,1111,12,5,65,70,0,N,regular
2024,1018,1016,12,9,68,61,1,N,regular
2006,1012,1412,13,3,62,75,0,A,tourney
2016,1378,1158,15,7,59,77,0,A,regular
2003,1116,1361,7,10,55,55,1,H,regular
2011,1379,1176,5,16,63,48,1,N,regular
2003,1452,1159,15,5,67,81,0,H,regular
2013,1318,1112,3,14,86,61,1,H,regular
2021,1472,1374,5,7,53,48,1,N,regular
2018,1445,1137,3,15,96,81,1,A,regular
2010,1346,1142,14,1,76,86,0,A,regular
2012,1384,1337,15,3,51,57,0,A,regular
2011,1289,1248,7,8,69,75,0,H,regular
2019,1105,1357,2,13,83,64,1,H,regular
2009,1050,1358,4,5,65,62,1,H,regular
2005,1183,1459,10,2,62,62,0,H,regular
2014,1228,1114,6,3,68,75,0,H,regular
2022,1168,1057,13,5,76,105,0,A,regular
2013,1049,1053,13,7,68,91,0,A,regular
2007,1242,1150,7,10,86,83,1,A,regular
2004,1239,1203,10,13,84,78,1,H,regular
2024,1456,1037,2,3,78,59,1,H,regular
2020,1457,1298,3,13,72,47,1,A,regular
2006,1295,1294,6,16,80,63,1,A,regular
2004,1407,1372,2,6,57,59,0,H,regular
2005,1150,1008,1,4,65,71,0,A,regular
2011,1464,1047,11,16,89,81,1,H,regular
2021,1451,1099,1,15,54,41,1,A,regular
2006,1060,1210,4,3,68,68,0,A,regular
2021,1335,1281,12,14,47,53,0,A,regular
2003,1219,1097,4,14,91,63,1,H,regular
2019,1128,1172,4,5,90,79,1,H,regular
2009,1197,1246,12,16,60,59,1,H,regular
2025,1434,1261,1,4,47,42,1,H,regular
2013,1442,1252,6,10,73,68,1,H,regular
2009,1165,1307,9,12,57,62,0,H,regular
2008,1221,1362,2,1,69,56,1,H,regular
2022,1247,1402,11,15,81,62,1,A,regular
2012,1351,1462,7,15,90,72,1,H,regular
2011,1230,1188,5,7,82,68,1,A,regular
2019,1190,1157,10,7,72,72,1,H,regular
2015,1442,1134,1,6,84,67,1,H,regular
2018,1179,1168,10,3,63,74,0,H,regular
2013,1127,1258,8,15,63,53,1,A,regular
2004,1157,1289,1,15,83,56,1,H,regular
2003,1160,1034,13,10,70,87,0,H,tourney
2003,1266,1478,8,7,62,66,0,A,regular
2016,1316,1021,2,11,71,72,0,A,regular
2014,1065,1192,6,8,74,64,1,H,tourney
2020,1424,1217,12,13,68,54,1,N,regular
2023,1122,1166,8,10,73,75,0,H,regular
2007,1055,1105,7,3,72,72,1,A,regular
2025,1320,1254,1,15,88,61,1,A,regular
2024,1101,1004,2,7,63,65,0,N,regular
2017,1359,1356,5,9,70,64,1,H,regular
2015,1454,1325,5,11,85,64,1,H,regular
2007,1332,1369,11,15,75,67,1,H,tourney
2007,1372,1391,8,7,95,99,0,H,regular
2003,1237,1425,3,3,77,63,1,H,tourney
2017,1166,1071,11,2,52,75,0,H,regular
2012,1294,1400,16,10,58,78,0,H,regular
2007,1171,1270,14,7,47,61,0,H,regular
2006,1419,1060,16,9,71,71,0,H,regular
2004,1225,1471,8,14,75,73,1,H,tourney
2017,1239,1389,6,6,72,59,1,H,tourney
2018,1323,1129,1,11,82,75,1,A,regular
2017,1091,1426,11,4,82,81,1,H,tourney
2005,1269,1350,8,12,79,78,1,H,regular
2003,1361,1214,11,2,70,82,0,A,regular
2005,1371,1078,5,4,77,78,0,H,regular
2020,1108,1350,3,5,75,70,1,A,regular
2020,1026,1446,12,4,88,80,1,A,tourney
2009,1093,1257,7,11,67,58,1,N,regular
2004,1392,1001,9,7,62,70,0,A,regular
2010,1127,1110,16,5,46,76,0,H,regular
2021,1028,1141,5,5,99,86,1,H,regular
2006,1286,1182,3,12,73,61,1,H,regular
2021,1422,1467,12,9,82,93,0,H,regular
2013,1108,1461,10,15,76,71,1,A,regular
2006,1021,1321,7,9,79,70,1,H,regular
2024,1067,1104,10,12,73,70,1,H,regular
2014,1062,1102,15,15,84,79,1,H,tourney
2018,1098,1040,3,13,78,74,1,A,regular
